holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,date_time,traffic_volume,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,month_sin,month_cos,is_holiday,is_rainy,is_snowy,is_peak_hour,congestion_quartile,temp_scaled,traffic_volume_scaled,weather_main_Clear,weather_main_Clouds,weather_main_Drizzle,weather_main_Fog,weather_main_Haze,weather_main_Mist,weather_main_Rain,weather_main_Smoke,weather_main_Snow,weather_main_Squall,weather_main_Thunderstorm
No Holiday,262.33,0.0,0.0,1,sky is clear,2012-11-25 01:00:00,689,1,6,11,1,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.4893820195263288,-1.2937613079724724,1,0,0,0,0,0,0,0,0,0,0
No Holiday,261.45,0.0,0.0,1,sky is clear,2012-11-25 02:00:00,536,2,6,11,1,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.558617805707401,-1.3707643748763159,1,0,0,0,0,0,0,0,0,0,0
No Holiday,261.08,0.0,0.0,1,sky is clear,2012-11-25 03:00:00,322,3,6,11,1,0.7071067811865475,0.7071067811865476,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.5877283067153525,-1.4784680109379007,1,0,0,0,0,0,0,0,0,0,0
No Holiday,260.62,0.0,0.0,1,sky is clear,2012-11-25 04:00:00,271,4,6,11,1,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.6239197404009114,-1.5041356999058484,1,0,0,0,0,0,0,0,0,0,0
No Holiday,260.24,0.0,0.0,1,sky is clear,2012-11-25 05:00:00,426,5,6,11,1,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.6538170117063742,-1.4261260569640464,1,0,0,0,0,0,0,0,0,0,0
No Holiday,259.88,0.0,0.0,1,sky is clear,2012-11-25 06:00:00,726,6,6,11,1,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.6821407424168142,-1.2751396512702358,1,0,0,0,0,0,0,0,0,0,0
No Holiday,259.78,0.0,0.0,1,sky is clear,2012-11-25 07:00:00,910,7,6,11,1,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,1,Low,-1.6900084453919377,-1.1825346557780319,1,0,0,0,0,0,0,0,0,0,0
No Holiday,260.82,0.0,0.0,20,few clouds,2012-11-25 08:00:00,1366,8,6,11,1,0.8660254037844387,-0.49999999999999983,-0.8660254037844386,0.5000000000000001,0,0,0,1,Medium,-1.6081843344506686,-0.9530353191234399,0,1,0,0,0,0,0,0,0,0,0
No Holiday,263.42,0.0,0.0,75,broken clouds,2012-11-25 09:00:00,2222,9,6,11,1,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,0,1,Medium,-1.4036240570974978,-0.5222207748771003,0,1,0,0,0,0,0,0,0,0,0
No Holiday,265.24,0.0,0.0,20,few clouds,2012-11-25 10:00:00,2918,10,6,11,1,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-1.26043186295028,-0.17193231366745973,0,1,0,0,0,0,0,0,0,0,0
No Holiday,266.31,0.0,0.0,75,broken clouds,2012-11-25 11:00:00,3413,11,6,11,1,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-1.1762474411164763,0.07719525572732773,0,1,0,0,0,0,0,0,0,0,0
No Holiday,267.37,0.0,0.0,90,overcast clouds,2012-11-25 12:00:00,3724,12,6,11,1,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-1.092849789580184,0.23371782962991136,0,1,0,0,0,0,0,0,0,0,0
No Holiday,268.13,0.0,0.0,90,overcast clouds,2012-11-25 13:00:00,3949,13,6,11,1,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-1.0330552469692587,0.3469576339002693,0,1,0,0,0,0,0,0,0,0,0
No Holiday,268.93,0.0,0.0,90,overcast clouds,2012-11-25 14:00:00,4076,14,6,11,1,-0.4999999999999998,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-0.9701136231682825,0.4108752123106491,0,1,0,0,0,0,0,0,0,0,0
No Holiday,269.41,0.0,0.0,90,overcast clouds,2012-11-25 15:00:00,4729,15,6,11,1,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,1,High,-0.9323486488876961,0.7395222887041768,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.1,0.0,0.0,90,overcast clouds,2012-11-25 16:00:00,4880,16,6,11,1,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,1,High,-0.8780614983593552,0.8155187795700615,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.37,0.0,0.0,90,overcast clouds,2012-11-25 17:00:00,4435,17,6,11,1,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,1,High,-0.8568187003265276,0.5915556111242425,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.61,0.0,0.0,90,overcast clouds,2012-11-25 18:00:00,3749,18,6,11,1,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,0,1,High,-0.8379362131862343,0.24630003010439558,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.98,0.0,0.0,90,overcast clouds,2012-11-25 19:00:00,3381,19,6,11,1,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-0.808825712178283,0.06109003911998793,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.02,0.0,0.0,90,overcast clouds,2012-11-25 20:00:00,2809,20,6,11,1,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.8056786309882371,-0.2267907077362109,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.98,0.0,0.0,90,overcast clouds,2012-11-25 21:00:00,2150,21,6,11,1,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.808825712178283,-0.5584575122436148,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.97,0.0,0.0,90,heavy snow,2012-11-25 22:00:00,1533,22,6,11,1,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.8096124824757945,-0.8689862199538853,0,0,0,0,0,0,0,0,1,0,0
No Holiday,270.97,0.0,0.0,40,scattered clouds,2012-11-25 23:00:00,925,23,6,11,1,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.8096124824757945,-1.1749853354933415,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.25,0.0,0.0,90,overcast clouds,2012-11-26 00:00:00,524,0,0,11,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.7875829141454553,-1.3768038311040682,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.34,0.0,0.0,90,overcast clouds,2012-11-26 01:00:00,293,1,0,11,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.7805019814678477,-1.4930633634883024,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.79,0.0,0.0,90,overcast clouds,2012-11-26 02:00:00,258,2,0,11,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.7450973180797955,-1.5106784441525802,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.75,0.0,0.0,90,overcast clouds,2012-11-26 03:00:00,337,3,0,11,0,0.7071067811865475,0.7071067811865476,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.7482443992698459,-1.4709186906532101,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.62,0.0,0.0,90,overcast clouds,2012-11-26 04:00:00,771,4,0,11,0,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.758472413137504,-1.2524916904161643,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.48,0.0,0.0,90,overcast clouds,2012-11-26 05:00:00,2496,5,0,11,0,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.7694871973026736,-0.3843198576767533,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.14,0.0,0.0,90,overcast clouds,2012-11-26 06:00:00,5529,6,0,11,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,0,Severe,-0.7962373874180905,1.1421527038876718,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.77,0.0,0.0,90,overcast clouds,2012-11-26 07:00:00,6752,7,0,11,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-0.8253478884260418,1.7576739510994395,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.73,0.0,0.0,90,overcast clouds,2012-11-26 08:00:00,5787,8,0,11,0,0.8660254037844387,-0.49999999999999983,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-0.8284949696160877,1.2720010127843489,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.89,0.0,0.0,90,overcast clouds,2012-11-26 09:00:00,4699,9,0,11,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,0,1,High,-0.8159066448558953,0.7244236481347958,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.97,0.0,0.0,90,overcast clouds,2012-11-26 10:00:00,4271,10,0,11,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-0.8096124824757945,0.509016376011626,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.64,0.0,0.0,90,overcast clouds,2012-11-26 11:00:00,4314,11,0,11,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-0.8355759022936999,0.5306577608277389,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.39,0.0,0.0,90,overcast clouds,2012-11-26 12:00:00,4603,12,0,11,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-0.8552451597315046,0.6761079983127763,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.26,0.0,0.0,86,overcast clouds,2012-11-26 13:00:00,4816,13,0,11,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-0.7867961438479438,0.7833083463553819,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.65,0.0,0.0,75,heavy snow,2012-11-26 15:00:00,5449,15,0,11,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-0.7561121022449696,1.1018896623693222,0,0,0,0,0,0,0,0,1,0,0
No Holiday,271.6,0.0,0.0,90,overcast clouds,2012-11-26 16:00:00,6238,16,0,11,0,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-0.7600459537325269,1.498983909344044,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.36,0.0,0.0,75,broken clouds,2012-11-26 17:00:00,5761,17,0,11,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-0.7789284408728202,1.2589155242908852,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.32,0.0,0.0,90,overcast clouds,2012-11-26 18:00:00,4022,18,0,11,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,0,1,High,-0.7820755220628706,0.3836976592857632,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.29,0.0,0.0,90,overcast clouds,2012-11-26 19:00:00,2874,19,0,11,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.784435832955405,-0.19407698650255195,0,1,0,0,0,0,0,0,0,0,0
No Holiday,271.29,0.0,0.0,90,overcast clouds,2012-11-26 20:00:00,2362,20,0,11,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.784435832955405,-0.4517604522199887,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.6,0.0,0.0,90,overcast clouds,2012-11-26 21:00:00,2098,21,0,11,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.8387229834837459,-0.584628489230542,0,1,0,0,0,0,0,0,0,0,0
No Holiday,269.59,0.0,0.0,90,overcast clouds,2012-11-26 22:00:00,1342,22,0,11,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.9181867835324806,-0.9651142315789447,0,1,0,0,0,0,0,0,0,0,0
No Holiday,268.57,0.0,0.0,90,overcast clouds,2012-11-26 23:00:00,944,23,0,11,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.9984373538787225,-1.1654228631327335,0,1,0,0,0,0,0,0,0,0,0
No Holiday,267.12,0.0,0.0,90,overcast clouds,2012-11-27 00:00:00,459,0,1,11,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.1125190470179889,-1.4095175523377272,0,1,0,0,0,0,0,0,0,0,0
No Holiday,265.53,0.0,0.0,75,broken clouds,2012-11-27 01:00:00,303,1,1,11,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.2376155243224294,-1.4880304832985087,0,1,0,0,0,0,0,0,0,0,0
No Holiday,264.4,0.0,0.0,75,heavy snow,2012-11-27 02:00:00,247,2,1,11,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.3265205679413063,-1.5162146123613534,0,0,0,0,0,0,0,0,1,0,0
No Holiday,262.98,0.0,0.0,40,scattered clouds,2012-11-27 03:00:00,337,3,1,11,0,0.7071067811865475,0.7071067811865476,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.438241950188034,-1.4709186906532101,0,1,0,0,0,0,0,0,0,0,0
No Holiday,262.44,0.0,0.0,40,heavy snow,2012-11-27 04:00:00,781,4,1,11,0,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.4807275462536937,-1.2474588102263704,0,0,0,0,0,0,0,0,1,0,0
No Holiday,261.77,0.0,0.0,90,heavy snow,2012-11-27 05:00:00,2601,5,1,11,0,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-1.5334411561870116,-0.3314746156839196,0,0,0,0,0,0,0,0,1,0,0
No Holiday,261.27,0.0,0.0,90,heavy snow,2012-11-27 06:00:00,5639,6,1,11,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,0,Severe,-1.572779671062621,1.1975143859754023,0,0,0,0,0,0,0,0,1,0,0
No Holiday,260.62,0.0,0.0,75,broken clouds,2012-11-27 07:00:00,6768,7,1,11,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-1.6239197404009114,1.7657265594031095,0,1,0,0,0,0,0,0,0,0,0
No Holiday,260.47,0.0,0.0,40,scattered clouds,2012-11-27 08:00:00,6116,8,1,11,0,0.8660254037844387,-0.49999999999999983,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-1.6357212948635924,1.4375827710285611,0,1,0,0,0,0,0,0,0,0,0
No Holiday,261.12,0.0,0.0,1,sky is clear,2012-11-27 09:00:00,5215,9,1,11,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-1.584581225525302,0.9841202659281499,1,0,0,0,0,0,0,0,0,0,0
No Holiday,262.6,0.0,0.0,1,sky is clear,2012-11-27 10:00:00,4315,10,1,11,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-1.4681392214934967,0.5311610488467182,1,0,0,0,0,0,0,0,0,0,0
No Holiday,263.5,0.0,0.0,1,sky is clear,2012-11-27 11:00:00,4497,11,1,11,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-1.3973298947174015,0.6227594683009633,1,0,0,0,0,0,0,0,0,0,0
No Holiday,264.4,0.0,0.0,1,sky is clear,2012-11-27 12:00:00,4799,12,1,11,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-1.3265205679413063,0.7747524500327326,1,0,0,0,0,0,0,0,0,0,0
No Holiday,265.23,0.0,0.0,1,sky is clear,2012-11-27 13:00:00,4884,13,1,11,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-1.2612186332477915,0.8175319316459789,1,0,0,0,0,0,0,0,0,0,0
No Holiday,266.06,0.0,0.0,1,sky is clear,2012-11-27 14:00:00,5234,14,1,11,0,-0.4999999999999998,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,Severe,-1.195916698554281,0.993682738288758,1,0,0,0,0,0,0,0,0,0,0
No Holiday,266.17,0.0,0.0,1,sky is clear,2012-11-27 15:00:00,5665,15,1,11,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-1.1872622252816458,1.2105998744688657,1,0,0,0,0,0,0,0,0,0,0
No Holiday,266.01,0.0,0.0,1,sky is clear,2012-11-27 16:00:00,6428,16,1,11,0,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-1.1998505500418428,1.5946086329501241,1,0,0,0,0,0,0,0,0,0,0
No Holiday,264.93,0.0,0.0,1,sky is clear,2012-11-27 17:00:00,6092,17,1,11,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-1.284821742173158,1.4255038585730562,1,0,0,0,0,0,0,0,0,0,0
No Holiday,264.26,0.0,0.0,1,sky is clear,2012-11-27 18:00:00,4317,18,1,11,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,0,1,High,-1.337535352106476,0.532167624884677,1,0,0,0,0,0,0,0,0,0,0
No Holiday,263.8,0.0,0.0,1,sky is clear,2012-11-27 19:00:00,3137,19,1,11,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-1.373726785792035,-0.06171223751097801,1,0,0,0,0,0,0,0,0,0,0
No Holiday,263.33,0.0,0.0,1,sky is clear,2012-11-27 20:00:00,2647,20,1,11,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-1.41070498977511,-0.30832336681086864,1,0,0,0,0,0,0,0,0,0,0
No Holiday,263.47,0.0,0.0,1,sky is clear,2012-11-27 21:00:00,2194,21,1,11,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-1.3996902056099358,-0.5363128394085226,1,0,0,0,0,0,0,0,0,0,0
No Holiday,263.55,0.0,0.0,1,sky is clear,2012-11-27 22:00:00,1523,22,1,11,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-1.3933960432298396,-0.874019100143679,1,0,0,0,0,0,0,0,0,0,0
No Holiday,263.83,0.0,0.0,1,sky is clear,2012-11-27 23:00:00,949,23,1,11,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.3713664748995005,-1.1629064230378365,1,0,0,0,0,0,0,0,0,0,0
No Holiday,264.18,0.0,0.0,1,sky is clear,2012-11-28 00:00:00,510,0,2,11,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.3438295144865722,-1.3838498633697793,1,0,0,0,0,0,0,0,0,0,0
No Holiday,264.21,0.0,0.0,20,few clouds,2012-11-28 01:00:00,342,1,2,11,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.3414692035940377,-1.4684022505583132,0,1,0,0,0,0,0,0,0,0,0
No Holiday,264.75,0.0,0.0,75,broken clouds,2012-11-28 02:00:00,245,2,2,11,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.2989836075283778,-1.517221188399312,0,1,0,0,0,0,0,0,0,0,0
No Holiday,264.94,0.0,0.0,75,broken clouds,2012-11-28 03:00:00,352,3,2,11,0,0.7071067811865475,0.7071067811865476,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.2840349718756465,-1.4633693703685196,0,1,0,0,0,0,0,0,0,0,0
No Holiday,265.07,0.0,0.0,40,scattered clouds,2012-11-28 04:00:00,759,4,2,11,0,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-1.2738069580079885,-1.2585311466439166,0,1,0,0,0,0,0,0,0,0,0
No Holiday,265.25,0.0,0.0,75,broken clouds,2012-11-28 05:00:00,2638,5,2,11,0,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-1.2596450926527685,-0.31285295898168297,0,1,0,0,0,0,0,0,0,0,0
No Holiday,264.84,0.0,0.0,40,scattered clouds,2012-11-28 06:00:00,5816,6,2,11,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,0,Severe,-1.2919026748507703,1.2865963653347505,0,1,0,0,0,0,0,0,0,0,0
No Holiday,265.03,0.0,0.0,20,few clouds,2012-11-28 07:00:00,6995,7,2,11,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-1.2769540391980387,1.8799729397114262,0,1,0,0,0,0,0,0,0,0,0
No Holiday,265.28,0.0,0.0,75,broken clouds,2012-11-28 08:00:00,6071,8,2,11,0,0.8660254037844387,-0.49999999999999983,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-1.2572847817602342,1.4149348101744894,0,1,0,0,0,0,0,0,0,0,0
No Holiday,267.05,0.0,0.0,40,scattered clouds,2012-11-28 09:00:00,5228,9,2,11,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-1.1180264391005736,0.9906630101748818,0,1,0,0,0,0,0,0,0,0,0
No Holiday,268.83,0.0,0.0,75,broken clouds,2012-11-28 10:00:00,4570,10,2,11,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-0.9779813261434063,0.6594994936864572,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.43,0.0,0.0,90,overcast clouds,2012-11-28 11:00:00,4809,11,2,11,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-0.8520980785414543,0.7797853302225263,0,1,0,0,0,0,0,0,0,0,0
No Holiday,272.28,0.0,0.0,90,overcast clouds,2012-11-28 12:00:00,4839,12,2,11,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-0.7065455735017021,0.7948839707919074,0,1,0,0,0,0,0,0,0,0,0
No Holiday,273.82,0.0,0.0,90,overcast clouds,2012-11-28 13:00:00,4837,13,2,11,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,High,-0.5853829476848235,0.7938773947539486,0,1,0,0,0,0,0,0,0,0,0
No Holiday,275.34,0.0,0.0,75,broken clouds,2012-11-28 14:00:00,5290,14,2,11,0,-0.4999999999999998,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,Severe,-0.4657938624629722,1.0218668673516027,0,1,0,0,0,0,0,0,0,0,0
No Holiday,276.01,0.0,0.0,90,overcast clouds,2012-11-28 15:00:00,5621,15,2,11,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-0.4130802525296543,1.1884552016337737,0,1,0,0,0,0,0,0,0,0,0
No Holiday,275.25,0.0,0.0,40,scattered clouds,2012-11-28 16:00:00,6116,16,2,11,0,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-0.47287479514057995,1.4375827710285611,0,1,0,0,0,0,0,0,0,0,0
No Holiday,273.84,0.0,0.0,75,broken clouds,2012-11-28 17:00:00,5813,17,2,11,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,1,Severe,-0.5838094070898004,1.2850865012778123,0,1,0,0,0,0,0,0,0,0,0
No Holiday,272.17,0.0,0.0,40,scattered clouds,2012-11-28 18:00:00,4314,18,2,11,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,0,1,High,-0.7152000467743328,0.5306577608277389,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.99,0.0,0.0,20,few clouds,2012-11-28 19:00:00,3077,19,2,11,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.8080389418807715,-0.09190951864974013,0,1,0,0,0,0,0,0,0,0,0
No Holiday,270.23,0.0,0.0,1,sky is clear,2012-11-28 20:00:00,2691,20,2,11,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.8678334844916972,-0.2861786939757764,1,0,0,0,0,0,0,0,0,0,0
No Holiday,269.63,0.0,0.0,1,sky is clear,2012-11-28 21:00:00,2297,21,2,11,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.9150397023424303,-0.4844741734536476,1,0,0,0,0,0,0,0,0,0,0
No Holiday,269.59,0.0,0.0,1,sky is clear,2012-11-28 22:00:00,1568,22,2,11,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,0,0,Medium,-0.9181867835324806,-0.8513711392896074,1,0,0,0,0,0,0,0,0,0,0
No Holiday,269.52,0.0,0.0,1,sky is clear,2012-11-28 23:00:00,1020,23,2,11,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.9236941756150654,-1.1271729736903013,1,0,0,0,0,0,0,0,0,0,0
No Holiday,269.69,0.0,0.0,20,few clouds,2012-11-29 00:00:00,561,0,3,11,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.910319080557357,-1.3581821744018316,0,1,0,0,0,0,0,0,0,0,0
No Holiday,269.84,0.0,0.0,90,overcast clouds,2012-11-29 01:00:00,358,1,3,11,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.898517526094676,-1.4603496422546434,0,1,0,0,0,0,0,0,0,0,0
No Holiday,269.7,0.0,0.0,90,overcast clouds,2012-11-29 02:00:00,279,2,3,11,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.9095323102598455,-1.5001093957540135,0,1,0,0,0,0,0,0,0,0,0
No Holiday,269.73,0.0,0.0,90,overcast clouds,2012-11-29 03:00:00,363,3,3,11,0,0.7071067811865475,0.7071067811865476,-0.8660254037844386,0.5000000000000001,0,0,0,0,Low,-0.9071719993673066,-1.4578332021597467,0,1,0,0,0,0,0,0,0,0,0
