holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
No Holiday,302.03,0.0,0.0,32,Clouds,scattered clouds,2013-07-06 13:00:00,3897
No Holiday,302.31,0.0,0.0,1,Clear,sky is clear,2013-07-06 14:00:00,3957
No Holiday,303.49,0.0,0.0,48,Clouds,scattered clouds,2013-07-06 16:00:00,3952
No Holiday,303.41,0.0,0.0,48,Clouds,scattered clouds,2013-07-06 17:00:00,3720
No Holiday,303.43,0.0,0.0,8,Clear,sky is clear,2013-07-06 18:00:00,3470
No Holiday,302.67,0.0,0.0,8,Clear,sky is clear,2013-07-06 19:00:00,2982
No Holiday,301.83,0.0,0.0,8,Clear,sky is clear,2013-07-06 20:00:00,2929
No Holiday,300.84,0.0,0.0,36,Clouds,scattered clouds,2013-07-06 21:00:00,2811
No Holiday,299.9,0.0,0.0,36,Clouds,scattered clouds,2013-07-06 22:00:00,2382
No Holiday,299.18,0.0,0.0,36,Clouds,scattered clouds,2013-07-06 23:00:00,2027
No Holiday,298.27,0.0,0.0,36,Clouds,scattered clouds,2013-07-07 00:00:00,1202
No Holiday,297.6,0.0,0.0,36,Clouds,scattered clouds,2013-07-07 01:00:00,897
No Holiday,297.08,0.0,0.0,76,Clouds,broken clouds,2013-07-07 02:00:00,772
No Holiday,296.61,0.0,0.0,56,Clouds,broken clouds,2013-07-07 03:00:00,393
No Holiday,296.21,0.0,0.0,56,Clouds,broken clouds,2013-07-07 04:00:00,359
No Holiday,296.06,0.0,0.0,56,Clouds,broken clouds,2013-07-07 05:00:00,538
No Holiday,295.78,0.0,0.0,12,Clouds,few clouds,2013-07-07 06:00:00,961
No Holiday,296.2,0.0,0.0,12,Clouds,few clouds,2013-07-07 07:00:00,1128
No Holiday,296.59,0.0,0.0,12,Clouds,few clouds,2013-07-07 08:00:00,1604
No Holiday,297.63,0.0,0.0,12,Clouds,few clouds,2013-07-07 09:00:00,2389
No Holiday,297.54,0.0,0.0,12,Clouds,few clouds,2013-07-07 10:00:00,3235
No Holiday,298.26,0.0,0.0,12,Clouds,few clouds,2013-07-07 11:00:00,3623
No Holiday,300.04,0.0,0.0,56,Clouds,broken clouds,2013-07-07 12:00:00,3872
No Holiday,300.75,0.0,0.0,56,Clouds,broken clouds,2013-07-07 13:00:00,4363
No Holiday,301.73,0.0,0.0,56,Clouds,broken clouds,2013-07-07 14:00:00,4327
No Holiday,302.04,0.0,0.0,56,Clouds,broken clouds,2013-07-07 15:00:00,4379
No Holiday,302.77,0.0,0.0,56,Clouds,broken clouds,2013-07-07 16:00:00,4226
No Holiday,302.22,0.0,0.0,56,Rain,light rain,2013-07-07 17:00:00,4290
No Holiday,302.07,0.0,0.0,68,Clouds,broken clouds,2013-07-07 18:00:00,4210
No Holiday,301.9,0.0,0.0,68,Clouds,broken clouds,2013-07-07 19:00:00,3774
No Holiday,301.84,0.0,0.0,68,Clouds,broken clouds,2013-07-07 20:00:00,3503
No Holiday,300.47,0.0,0.0,48,Clouds,scattered clouds,2013-07-07 21:00:00,2707
No Holiday,300.21,0.0,0.0,48,Clouds,scattered clouds,2013-07-07 22:00:00,1866
No Holiday,300.73,0.0,0.0,48,Clouds,scattered clouds,2013-07-07 23:00:00,1264
No Holiday,300.42,0.0,0.0,88,Clouds,overcast clouds,2013-07-08 00:00:00,682
No Holiday,299.27,0.0,0.0,56,Clouds,broken clouds,2013-07-08 01:00:00,391
No Holiday,299.01,0.0,0.0,56,Clouds,broken clouds,2013-07-08 02:00:00,306
No Holiday,298.67,0.0,0.0,88,Rain,light rain,2013-07-08 03:00:00,314
No Holiday,298.15,0.0,0.0,88,Rain,light rain,2013-07-08 04:00:00,822
No Holiday,297.39,0.0,0.0,88,Rain,light rain,2013-07-08 05:00:00,2883
No Holiday,297.08,0.0,0.0,76,Rain,light rain,2013-07-08 06:00:00,6055
No Holiday,296.63,0.0,0.0,76,Rain,light rain,2013-07-08 07:00:00,6773
No Holiday,297.48,0.0,0.0,76,Rain,light rain,2013-07-08 08:00:00,5820
No Holiday,298.53,0.0,0.0,48,Rain,light rain,2013-07-08 09:00:00,4952
No Holiday,300.0,0.0,0.0,48,Rain,light rain,2013-07-08 10:00:00,4360
No Holiday,300.88,0.0,0.0,48,Rain,light rain,2013-07-08 11:00:00,4658
No Holiday,302.49,0.0,0.0,56,Clouds,broken clouds,2013-07-08 12:00:00,4946
No Holiday,303.63,0.0,0.0,56,Clouds,broken clouds,2013-07-08 13:00:00,5016
No Holiday,304.01,0.0,0.0,56,Clouds,broken clouds,2013-07-08 14:00:00,5338
No Holiday,304.49,0.0,0.0,32,Clouds,scattered clouds,2013-07-08 15:00:00,5668
No Holiday,305.29,0.0,0.0,32,Clouds,scattered clouds,2013-07-08 16:00:00,6397
No Holiday,304.13,0.0,0.0,32,Clouds,scattered clouds,2013-07-08 17:00:00,5849
No Holiday,302.6,0.0,0.0,44,Clouds,scattered clouds,2013-07-08 18:00:00,4493
No Holiday,299.82,0.0,0.0,44,Rain,light rain,2013-07-08 19:00:00,3481
No Holiday,299.36,0.0,0.0,90,Rain,light rain,2013-07-08 20:00:00,2896
No Holiday,296.86,0.0,0.0,24,Rain,moderate rain,2013-07-08 21:00:00,2589
No Holiday,295.16,0.25,0.0,75,Rain,light rain,2013-07-08 22:00:00,1902
No Holiday,295.16,0.25,0.0,75,Thunderstorm,thunderstorm with light rain,2013-07-08 22:00:00,1902
No Holiday,294.87,0.0,0.0,24,Rain,light rain,2013-07-08 23:00:00,1204
No Holiday,294.21,0.0,0.0,0,Rain,light rain,2013-07-09 00:00:00,626
No Holiday,294.65,0.0,0.0,12,Rain,light rain,2013-07-09 01:00:00,433
No Holiday,294.42,0.0,0.0,12,Mist,mist,2013-07-09 02:00:00,308
No Holiday,293.16,0.0,0.0,12,Mist,mist,2013-07-09 03:00:00,342
No Holiday,293.03,0.0,0.0,12,Mist,mist,2013-07-09 04:00:00,811
No Holiday,292.63,0.0,0.0,12,Mist,mist,2013-07-09 05:00:00,3017
No Holiday,292.63,0.0,0.0,12,Fog,fog,2013-07-09 05:00:00,3017
No Holiday,291.58,0.0,0.0,24,Mist,mist,2013-07-09 06:00:00,6247
No Holiday,290.67,0.0,0.0,24,Mist,mist,2013-07-09 07:00:00,6506
No Holiday,290.17,0.0,0.0,24,Fog,fog,2013-07-09 08:00:00,5425
No Holiday,290.17,0.0,0.0,24,Mist,mist,2013-07-09 08:00:00,5425
No Holiday,291.42,0.0,0.0,36,Mist,mist,2013-07-09 09:00:00,5063
No Holiday,291.42,0.0,0.0,36,Fog,fog,2013-07-09 09:00:00,5063
No Holiday,293.02,0.0,0.0,36,Mist,mist,2013-07-09 10:00:00,4569
No Holiday,294.39,0.0,0.0,36,Mist,mist,2013-07-09 11:00:00,4837
No Holiday,296.44,0.0,0.0,0,Clear,sky is clear,2013-07-09 12:00:00,5188
No Holiday,298.45,0.0,0.0,0,Clear,sky is clear,2013-07-09 13:00:00,5324
No Holiday,299.85,0.0,0.0,0,Clear,sky is clear,2013-07-09 14:00:00,5555
No Holiday,301.52,0.0,0.0,0,Clear,sky is clear,2013-07-09 15:00:00,5910
No Holiday,302.57,0.0,0.0,0,Clear,sky is clear,2013-07-09 16:00:00,6680
No Holiday,302.63,0.0,0.0,0,Clear,sky is clear,2013-07-09 17:00:00,6401
No Holiday,302.9,0.0,0.0,12,Clouds,few clouds,2013-07-09 18:00:00,4571
No Holiday,302.73,0.0,0.0,12,Clouds,few clouds,2013-07-09 19:00:00,3485
No Holiday,300.78,0.0,0.0,12,Clouds,few clouds,2013-07-09 20:00:00,3110
No Holiday,299.1,0.0,0.0,32,Clouds,scattered clouds,2013-07-09 21:00:00,2792
No Holiday,297.41,0.0,0.0,32,Clouds,scattered clouds,2013-07-09 22:00:00,2036
No Holiday,296.5,0.0,0.0,32,Clouds,scattered clouds,2013-07-09 23:00:00,1835
No Holiday,296.26,0.0,0.0,24,Clouds,few clouds,2013-07-10 00:00:00,779
No Holiday,295.74,0.0,0.0,24,Clouds,few clouds,2013-07-10 01:00:00,433
No Holiday,295.9,0.0,0.0,32,Clouds,scattered clouds,2013-07-10 02:00:00,345
No Holiday,296.17,0.0,0.0,24,Clouds,few clouds,2013-07-10 03:00:00,360
No Holiday,295.86,0.0,0.0,24,Clouds,few clouds,2013-07-10 04:00:00,810
No Holiday,296.26,0.0,0.0,24,Clouds,few clouds,2013-07-10 05:00:00,3004
No Holiday,296.57,0.0,0.0,32,Clouds,scattered clouds,2013-07-10 06:00:00,6244
No Holiday,296.91,0.0,0.0,32,Clouds,scattered clouds,2013-07-10 07:00:00,6458
No Holiday,296.26,16.0,0.0,32,Rain,heavy intensity rain,2013-07-10 08:00:00,6298
No Holiday,296.26,16.0,0.0,32,Thunderstorm,proximity thunderstorm,2013-07-10 08:00:00,6298
No Holiday,293.91,10.54,0.0,88,Rain,heavy intensity rain,2013-07-10 09:00:00,5225
No Holiday,293.91,10.54,0.0,88,Thunderstorm,thunderstorm with light rain,2013-07-10 09:00:00,5225
No Holiday,293.91,10.54,0.0,88,Mist,mist,2013-07-10 09:00:00,5225
No Holiday,294.51,1.27,0.0,88,Rain,moderate rain,2013-07-10 10:00:00,4731
No Holiday,295.76,0.0,0.0,75,Clouds,broken clouds,2013-07-10 11:00:00,5078
No Holiday,297.66,0.0,0.0,92,Rain,moderate rain,2013-07-10 12:00:00,5362
No Holiday,298.59,0.0,0.0,92,Rain,moderate rain,2013-07-10 13:00:00,5471
No Holiday,299.08,0.51,0.0,92,Rain,light rain,2013-07-10 14:00:00,5876
No Holiday,300.43,0.0,0.0,92,Rain,heavy intensity rain,2013-07-10 15:00:00,6139
No Holiday,301.71,0.0,0.0,92,Rain,heavy intensity rain,2013-07-10 16:00:00,6777
No Holiday,301.85,0.0,0.0,92,Rain,heavy intensity rain,2013-07-10 17:00:00,6227
No Holiday,301.77,0.0,0.0,64,Rain,moderate rain,2013-07-10 18:00:00,4766
No Holiday,301.25,0.0,0.0,64,Rain,moderate rain,2013-07-10 19:00:00,3523
No Holiday,300.17,0.0,0.0,64,Rain,moderate rain,2013-07-10 20:00:00,3163
No Holiday,299.3,0.0,0.0,68,Clouds,broken clouds,2013-07-10 21:00:00,2871
No Holiday,297.69,0.0,0.0,68,Clouds,broken clouds,2013-07-10 22:00:00,2109
No Holiday,296.45,0.0,0.0,68,Clouds,broken clouds,2013-07-10 23:00:00,1388
No Holiday,295.52,0.0,0.0,36,Clouds,scattered clouds,2013-07-11 00:00:00,697
No Holiday,294.09,0.0,0.0,36,Clouds,scattered clouds,2013-07-11 01:00:00,438
No Holiday,292.9,0.0,0.0,0,Clear,sky is clear,2013-07-11 02:00:00,316
No Holiday,292.38,0.0,0.0,0,Clear,sky is clear,2013-07-11 03:00:00,404
No Holiday,290.53,0.0,0.0,0,Clear,sky is clear,2013-07-11 04:00:00,861
No Holiday,289.97,0.0,0.0,0,Clear,sky is clear,2013-07-11 05:00:00,2994
No Holiday,289.14,0.0,0.0,0,Clear,sky is clear,2013-07-11 06:00:00,6149
No Holiday,289.52,0.0,0.0,0,Clear,sky is clear,2013-07-11 07:00:00,6508
No Holiday,292.18,0.0,0.0,0,Clear,sky is clear,2013-07-11 09:00:00,5239
No Holiday,294.04,0.0,0.0,0,Clear,sky is clear,2013-07-11 10:00:00,4827
No Holiday,295.5,0.0,0.0,0,Clear,sky is clear,2013-07-11 11:00:00,5043
No Holiday,296.78,0.0,0.0,0,Clear,sky is clear,2013-07-11 12:00:00,5343
No Holiday,297.61,0.0,0.0,0,Clear,sky is clear,2013-07-11 13:00:00,5423
No Holiday,298.24,0.0,0.0,0,Clear,sky is clear,2013-07-11 14:00:00,5694
No Holiday,298.98,0.0,0.0,0,Clear,sky is clear,2013-07-11 15:00:00,6119
No Holiday,299.5,0.0,0.0,0,Clear,sky is clear,2013-07-11 16:00:00,6414
No Holiday,299.06,0.0,0.0,0,Clear,sky is clear,2013-07-11 17:00:00,6076
No Holiday,298.61,0.0,0.0,24,Clouds,few clouds,2013-07-11 18:00:00,4858
No Holiday,298.44,5.08,0.0,24,Rain,heavy intensity rain,2013-07-11 19:00:00,3695
No Holiday,297.15,0.0,0.0,24,Clouds,few clouds,2013-07-11 20:00:00,3315
No Holiday,295.25,0.0,0.0,68,Clouds,broken clouds,2013-07-11 21:00:00,3263
No Holiday,293.26,0.0,0.0,68,Clouds,broken clouds,2013-07-11 22:00:00,2398
No Holiday,292.13,0.0,0.0,68,Clouds,broken clouds,2013-07-11 23:00:00,1456
No Holiday,291.25,0.0,0.0,44,Clouds,scattered clouds,2013-07-12 00:00:00,845
No Holiday,290.56,0.0,0.0,44,Clouds,scattered clouds,2013-07-12 01:00:00,479
No Holiday,289.8,0.0,0.0,48,Clouds,scattered clouds,2013-07-12 02:00:00,392
No Holiday,288.87,0.0,0.0,0,Clear,sky is clear,2013-07-12 03:00:00,384
No Holiday,288.31,0.0,0.0,0,Mist,mist,2013-07-12 04:00:00,800
No Holiday,287.71,0.0,0.0,0,Mist,mist,2013-07-12 05:00:00,2828
No Holiday,287.18,0.0,0.0,0,Mist,mist,2013-07-12 06:00:00,5960
No Holiday,288.74,0.0,0.0,0,Mist,mist,2013-07-12 07:00:00,6613
No Holiday,290.78,0.0,0.0,0,Mist,mist,2013-07-12 08:00:00,5813
No Holiday,296.48,0.0,0.0,0,Clear,sky is clear,2013-07-12 10:00:00,4997
No Holiday,298.37,0.0,0.0,0,Clear,sky is clear,2013-07-12 11:00:00,5297
No Holiday,298.98,0.0,0.0,0,Clear,sky is clear,2013-07-12 12:00:00,5960
No Holiday,300.08,0.0,0.0,0,Clear,sky is clear,2013-07-12 13:00:00,5913
No Holiday,300.97,0.0,0.0,0,Clear,sky is clear,2013-07-12 14:00:00,6060
No Holiday,301.67,0.0,0.0,0,Clear,sky is clear,2013-07-12 15:00:00,6223
No Holiday,301.66,0.0,0.0,0,Clear,sky is clear,2013-07-12 16:00:00,6315
No Holiday,301.74,0.0,0.0,0,Clear,sky is clear,2013-07-12 17:00:00,5416
No Holiday,301.65,0.0,0.0,8,Clear,sky is clear,2013-07-12 18:00:00,4565
No Holiday,301.21,0.0,0.0,8,Clear,sky is clear,2013-07-12 19:00:00,3569
No Holiday,299.88,0.0,0.0,8,Clear,sky is clear,2013-07-12 20:00:00,3050
No Holiday,297.96,0.0,0.0,48,Clouds,scattered clouds,2013-07-12 21:00:00,3151
No Holiday,297.01,0.0,0.0,48,Clouds,scattered clouds,2013-07-12 22:00:00,2873
No Holiday,296.48,0.0,0.0,48,Clouds,scattered clouds,2013-07-12 23:00:00,2158
No Holiday,295.74,0.0,0.0,12,Clouds,few clouds,2013-07-13 00:00:00,1226
No Holiday,295.58,0.0,0.0,12,Clouds,few clouds,2013-07-13 01:00:00,910
No Holiday,295.14,0.0,0.0,24,Clouds,few clouds,2013-07-13 02:00:00,670
No Holiday,294.78,0.0,0.0,48,Clouds,scattered clouds,2013-07-13 03:00:00,395
No Holiday,294.17,0.0,0.0,48,Clouds,scattered clouds,2013-07-13 04:00:00,434
No Holiday,294.01,0.0,0.0,48,Clouds,scattered clouds,2013-07-13 05:00:00,865
No Holiday,293.82,0.0,0.0,24,Clouds,few clouds,2013-07-13 06:00:00,1346
No Holiday,293.74,0.0,0.0,24,Clouds,few clouds,2013-07-13 07:00:00,1840
No Holiday,294.22,0.0,0.0,24,Clouds,few clouds,2013-07-13 08:00:00,2651
No Holiday,296.18,0.0,0.0,20,Clouds,few clouds,2013-07-13 09:00:00,3356
No Holiday,297.62,0.0,0.0,20,Clouds,few clouds,2013-07-13 10:00:00,3948
No Holiday,299.11,0.0,0.0,20,Clouds,few clouds,2013-07-13 11:00:00,4356
No Holiday,300.59,0.0,0.0,0,Clear,sky is clear,2013-07-13 12:00:00,4752
No Holiday,301.86,0.0,0.0,0,Clear,sky is clear,2013-07-13 13:00:00,4514
No Holiday,302.7,0.0,0.0,0,Clear,sky is clear,2013-07-13 14:00:00,4444
No Holiday,303.6,0.0,0.0,8,Clear,sky is clear,2013-07-13 15:00:00,4378
No Holiday,303.98,0.0,0.0,8,Clear,sky is clear,2013-07-13 16:00:00,4592
No Holiday,303.84,0.0,0.0,8,Clear,sky is clear,2013-07-13 17:00:00,4326
No Holiday,303.66,0.0,0.0,0,Clear,sky is clear,2013-07-13 18:00:00,3977
No Holiday,302.69,0.0,0.0,0,Clear,sky is clear,2013-07-13 19:00:00,3288
No Holiday,301.64,0.0,0.0,0,Clear,sky is clear,2013-07-13 20:00:00,2920
No Holiday,300.58,0.0,0.0,8,Clear,sky is clear,2013-07-13 21:00:00,2981
No Holiday,299.51,0.0,0.0,8,Clear,sky is clear,2013-07-13 22:00:00,2794
No Holiday,298.78,0.0,0.0,8,Clear,sky is clear,2013-07-13 23:00:00,2069
No Holiday,298.38,0.0,0.0,8,Clear,sky is clear,2013-07-14 00:00:00,1378
No Holiday,297.92,0.0,0.0,8,Thunderstorm,proximity thunderstorm,2013-07-14 01:00:00,794
No Holiday,296.51,0.0,0.0,12,Thunderstorm,thunderstorm with heavy rain,2013-07-14 02:00:00,634
No Holiday,295.42,0.0,0.0,20,Thunderstorm,thunderstorm,2013-07-14 03:00:00,381
No Holiday,295.42,0.0,0.0,20,Rain,light rain,2013-07-14 03:00:00,381
No Holiday,293.64,8.64,0.0,20,Rain,heavy intensity rain,2013-07-14 04:00:00,391
No Holiday,293.64,8.64,0.0,20,Thunderstorm,proximity thunderstorm,2013-07-14 04:00:00,391
No Holiday,292.82,19.9,0.0,20,Rain,very heavy rain,2013-07-14 05:00:00,542
No Holiday,292.82,19.9,0.0,20,Thunderstorm,thunderstorm with heavy rain,2013-07-14 05:00:00,542
No Holiday,292.82,19.9,0.0,20,Mist,mist,2013-07-14 05:00:00,542
No Holiday,292.65,25.32,0.0,8,Rain,very heavy rain,2013-07-14 06:00:00,958
No Holiday,292.65,25.32,0.0,8,Thunderstorm,proximity thunderstorm,2013-07-14 06:00:00,958
No Holiday,292.65,25.32,0.0,8,Mist,mist,2013-07-14 06:00:00,958
No Holiday,292.87,21.42,0.0,90,Rain,very heavy rain,2013-07-14 07:00:00,1745
No Holiday,292.87,21.42,0.0,90,Mist,mist,2013-07-14 07:00:00,1745
No Holiday,292.87,21.42,0.0,90,Thunderstorm,proximity thunderstorm,2013-07-14 07:00:00,1745
No Holiday,293.65,5.59,0.0,8,Rain,heavy intensity rain,2013-07-14 08:00:00,2260
No Holiday,293.65,5.59,0.0,8,Mist,mist,2013-07-14 08:00:00,2260
No Holiday,294.4,0.51,0.0,8,Rain,light rain,2013-07-14 09:00:00,2665
No Holiday,295.24,0.25,0.0,8,Rain,light rain,2013-07-14 10:00:00,3372
No Holiday,296.71,0.0,0.0,8,Clear,sky is clear,2013-07-14 11:00:00,3871
No Holiday,297.27,0.25,0.0,0,Rain,light rain,2013-07-14 12:00:00,4264
No Holiday,296.97,0.0,0.0,0,Clear,sky is clear,2013-07-14 13:00:00,4438
No Holiday,297.9,0.0,0.0,0,Clear,sky is clear,2013-07-14 14:00:00,4276
No Holiday,297.29,0.0,0.0,0,Clear,sky is clear,2013-07-14 15:00:00,4363
No Holiday,297.19,0.0,0.0,0,Rain,light rain,2013-07-14 16:00:00,4333
No Holiday,296.71,0.0,0.0,0,Rain,light rain,2013-07-14 17:00:00,4133
No Holiday,296.71,0.0,0.0,0,Drizzle,light intensity drizzle,2013-07-14 17:00:00,4133
No Holiday,296.4,0.0,0.0,12,Clouds,few clouds,2013-07-14 18:00:00,3966
No Holiday,296.32,0.0,0.0,12,Clouds,few clouds,2013-07-14 19:00:00,3435
No Holiday,296.0,0.0,0.0,12,Clouds,few clouds,2013-07-14 20:00:00,3140
No Holiday,295.63,0.0,0.0,12,Clouds,few clouds,2013-07-14 21:00:00,2921
No Holiday,294.58,0.0,0.0,12,Clouds,few clouds,2013-07-14 22:00:00,2674
No Holiday,294.65,0.0,0.0,12,Clouds,few clouds,2013-07-14 23:00:00,2860
No Holiday,294.52,0.0,0.0,20,Clouds,few clouds,2013-07-15 00:00:00,807
No Holiday,294.14,0.0,0.0,20,Clouds,few clouds,2013-07-15 01:00:00,500
No Holiday,294.14,0.0,0.0,20,Clouds,few clouds,2013-07-15 02:00:00,293
No Holiday,293.99,0.0,0.0,56,Clouds,broken clouds,2013-07-15 03:00:00,354
No Holiday,294.07,0.0,0.0,56,Clouds,broken clouds,2013-07-15 04:00:00,828
No Holiday,294.2,0.0,0.0,56,Clouds,broken clouds,2013-07-15 05:00:00,2908
No Holiday,294.06,0.0,0.0,80,Clouds,broken clouds,2013-07-15 06:00:00,6103
No Holiday,294.33,0.0,0.0,80,Clouds,broken clouds,2013-07-15 07:00:00,6303
No Holiday,301.21,0.0,0.0,76,Clouds,broken clouds,2013-07-15 16:00:00,6388
No Holiday,301.12,0.0,0.0,76,Clouds,broken clouds,2013-07-15 17:00:00,6018
No Holiday,300.89,0.0,0.0,64,Clouds,broken clouds,2013-07-15 18:00:00,4580
No Holiday,300.28,0.0,0.0,64,Clouds,broken clouds,2013-07-15 19:00:00,3509
No Holiday,299.8,0.0,0.0,64,Clouds,broken clouds,2013-07-15 20:00:00,3032
No Holiday,297.88,0.0,0.0,32,Clouds,scattered clouds,2013-07-15 21:00:00,2638
No Holiday,295.67,0.0,0.0,8,Clear,sky is clear,2013-07-15 23:00:00,1164
No Holiday,295.02,0.0,0.0,8,Clear,sky is clear,2013-07-16 01:00:00,421
No Holiday,294.19,0.0,0.0,0,Clear,sky is clear,2013-07-16 02:00:00,277
No Holiday,293.9,0.0,0.0,0,Mist,mist,2013-07-16 03:00:00,348
No Holiday,293.12,0.0,0.0,0,Mist,mist,2013-07-16 04:00:00,809
No Holiday,292.87,0.0,0.0,0,Mist,mist,2013-07-16 05:00:00,2981
No Holiday,292.35,0.0,0.0,0,Mist,mist,2013-07-16 06:00:00,6203
No Holiday,292.71,0.0,0.0,0,Mist,mist,2013-07-16 07:00:00,6372
No Holiday,295.14,0.0,0.0,0,Clear,sky is clear,2013-07-16 08:00:00,6200
No Holiday,297.11,0.0,0.0,0,Clear,sky is clear,2013-07-16 09:00:00,5294
No Holiday,298.79,0.0,0.0,0,Clear,sky is clear,2013-07-16 10:00:00,4636
No Holiday,301.28,0.0,0.0,0,Clear,sky is clear,2013-07-16 11:00:00,4996
No Holiday,303.15,0.0,0.0,0,Clear,sky is clear,2013-07-16 13:00:00,5176
No Holiday,303.18,0.0,0.0,0,Clear,sky is clear,2013-07-16 15:00:00,5931
No Holiday,303.26,0.0,0.0,0,Clear,sky is clear,2013-07-16 16:00:00,6550
No Holiday,303.16,0.0,0.0,0,Clear,sky is clear,2013-07-16 17:00:00,6100
No Holiday,302.93,0.0,0.0,0,Clear,sky is clear,2013-07-16 18:00:00,4897
No Holiday,302.18,0.0,0.0,0,Clear,sky is clear,2013-07-16 19:00:00,3528
No Holiday,301.33,0.0,0.0,0,Clear,sky is clear,2013-07-16 20:00:00,3179
No Holiday,299.58,0.0,0.0,12,Clouds,few clouds,2013-07-16 21:00:00,2721
No Holiday,298.48,0.0,0.0,12,Clouds,few clouds,2013-07-16 22:00:00,2025
No Holiday,298.01,0.0,0.0,12,Clouds,few clouds,2013-07-16 23:00:00,1286
No Holiday,298.15,0.0,0.0,20,Clouds,few clouds,2013-07-17 00:00:00,736
No Holiday,297.63,0.0,0.0,20,Clouds,few clouds,2013-07-17 01:00:00,434
No Holiday,297.68,0.0,0.0,20,Clouds,few clouds,2013-07-17 02:00:00,284
No Holiday,297.48,0.0,0.0,32,Clouds,scattered clouds,2013-07-17 03:00:00,360
No Holiday,297.01,0.0,0.0,32,Clouds,scattered clouds,2013-07-17 04:00:00,783
No Holiday,296.56,0.0,0.0,32,Clouds,scattered clouds,2013-07-17 05:00:00,3071
No Holiday,296.24,0.0,0.0,76,Clouds,broken clouds,2013-07-17 06:00:00,6144
No Holiday,297.16,0.0,0.0,76,Clouds,broken clouds,2013-07-17 07:00:00,6160
No Holiday,298.24,0.0,0.0,76,Clouds,broken clouds,2013-07-17 08:00:00,6220
No Holiday,299.67,0.0,0.0,44,Clouds,scattered clouds,2013-07-17 09:00:00,5528
No Holiday,301.26,0.0,0.0,44,Clouds,scattered clouds,2013-07-17 10:00:00,4967
No Holiday,302.56,0.0,0.0,44,Clouds,scattered clouds,2013-07-17 11:00:00,5150
No Holiday,304.15,0.0,0.0,0,Clear,sky is clear,2013-07-17 12:00:00,5679
No Holiday,305.06,0.0,0.0,0,Clear,sky is clear,2013-07-17 14:00:00,5698
No Holiday,305.37,0.0,0.0,8,Clear,sky is clear,2013-07-17 15:00:00,5809
No Holiday,305.5,0.0,0.0,8,Clear,sky is clear,2013-07-17 16:00:00,6337
No Holiday,305.26,0.0,0.0,12,Clouds,few clouds,2013-07-17 17:00:00,6659
No Holiday,304.82,0.0,0.0,12,Clouds,few clouds,2013-07-17 18:00:00,4954
No Holiday,303.68,0.0,0.0,12,Clouds,few clouds,2013-07-17 20:00:00,3238
No Holiday,301.47,0.0,0.0,56,Clouds,broken clouds,2013-07-17 21:00:00,2896
No Holiday,300.05,0.0,0.0,56,Clouds,broken clouds,2013-07-17 22:00:00,2152
No Holiday,299.49,0.0,0.0,56,Clouds,broken clouds,2013-07-17 23:00:00,1311
No Holiday,298.28,0.0,0.0,64,Clouds,broken clouds,2013-07-18 00:00:00,729
No Holiday,297.69,0.0,0.0,64,Clouds,broken clouds,2013-07-18 01:00:00,434
No Holiday,296.91,0.0,0.0,64,Clouds,broken clouds,2013-07-18 02:00:00,314
No Holiday,296.19,0.0,0.0,24,Clouds,few clouds,2013-07-18 03:00:00,361
No Holiday,296.4,0.0,0.0,24,Clouds,few clouds,2013-07-18 04:00:00,891
No Holiday,295.95,0.0,0.0,24,Clouds,few clouds,2013-07-18 05:00:00,3040
No Holiday,295.78,0.0,0.0,20,Clouds,few clouds,2013-07-18 06:00:00,6002
No Holiday,296.31,0.0,0.0,20,Clouds,few clouds,2013-07-18 07:00:00,6217
No Holiday,298.02,0.0,0.0,20,Clouds,few clouds,2013-07-18 08:00:00,6076
No Holiday,299.5,0.0,0.0,0,Clear,sky is clear,2013-07-18 09:00:00,5406
No Holiday,301.44,0.0,0.0,0,Clear,sky is clear,2013-07-18 10:00:00,4843
No Holiday,304.13,0.0,0.0,0,Clear,sky is clear,2013-07-18 11:00:00,5228
No Holiday,305.43,0.0,0.0,0,Clear,sky is clear,2013-07-18 14:00:00,5652
No Holiday,306.07,0.0,0.0,0,Clear,sky is clear,2013-07-18 15:00:00,6295
No Holiday,305.88,0.0,0.0,0,Clear,sky is clear,2013-07-18 16:00:00,6477
No Holiday,305.61,0.0,0.0,0,Clear,sky is clear,2013-07-18 17:00:00,6294
No Holiday,305.71,0.0,0.0,20,Clouds,few clouds,2013-07-18 18:00:00,5441
No Holiday,305.45,0.0,0.0,20,Clouds,few clouds,2013-07-18 19:00:00,3943
No Holiday,304.5,0.0,0.0,20,Clouds,few clouds,2013-07-18 20:00:00,3453
No Holiday,301.37,0.0,0.0,12,Rain,moderate rain,2013-07-18 21:00:00,3041
No Holiday,300.4,0.0,0.0,12,Clouds,few clouds,2013-07-18 22:00:00,2371
No Holiday,299.79,0.0,0.0,12,Clouds,few clouds,2013-07-18 23:00:00,1917
No Holiday,298.96,0.0,0.0,64,Clouds,broken clouds,2013-07-19 00:00:00,3050
No Holiday,298.58,0.0,0.0,64,Clouds,broken clouds,2013-07-19 01:00:00,679
No Holiday,298.43,0.0,0.0,64,Clouds,broken clouds,2013-07-19 02:00:00,404
No Holiday,298.06,0.0,0.0,0,Clear,sky is clear,2013-07-19 03:00:00,419
No Holiday,297.61,0.51,0.0,0,Rain,light rain,2013-07-19 04:00:00,818
