date_time,traffic_volume,cluster,cluster_name
2014-03-25 04:00:00,800,0,Low-demand normal-weather traffic
2014-03-25 05:00:00,2666,0,Low-demand normal-weather traffic
2014-03-25 06:00:00,5733,1,High-demand normal-weather traffic
2014-03-25 07:00:00,6538,1,High-demand normal-weather traffic
2014-03-25 08:00:00,5702,1,High-demand normal-weather traffic
2014-03-25 09:00:00,5082,1,High-demand normal-weather traffic
2014-03-25 10:00:00,4278,1,High-demand normal-weather traffic
2014-03-25 11:00:00,4737,1,High-demand normal-weather traffic
2014-03-25 12:00:00,4808,1,High-demand normal-weather traffic
2014-03-25 13:00:00,4766,1,High-demand normal-weather traffic
2014-03-25 14:00:00,5325,1,High-demand normal-weather traffic
2014-03-25 15:00:00,5960,1,High-demand normal-weather traffic
2014-03-25 16:00:00,6482,1,High-demand normal-weather traffic
2014-03-25 17:00:00,6216,1,High-demand normal-weather traffic
2014-03-25 18:00:00,4470,1,High-demand normal-weather traffic
2014-03-25 19:00:00,3466,1,High-demand normal-weather traffic
2014-03-25 20:00:00,2808,0,Low-demand normal-weather traffic
2014-03-25 21:00:00,2303,0,Low-demand normal-weather traffic
2014-03-25 22:00:00,1824,0,Low-demand normal-weather traffic
2014-03-25 23:00:00,1037,0,Low-demand normal-weather traffic
2014-03-26 00:00:00,535,0,Low-demand normal-weather traffic
2014-03-26 01:00:00,327,0,Low-demand normal-weather traffic
2014-03-26 02:00:00,240,0,Low-demand normal-weather traffic
2014-03-26 03:00:00,367,0,Low-demand normal-weather traffic
2014-03-26 04:00:00,843,0,Low-demand normal-weather traffic
2014-03-26 05:00:00,2686,0,Low-demand normal-weather traffic
2014-03-26 06:00:00,5705,1,High-demand normal-weather traffic
2014-03-26 07:00:00,6641,1,High-demand normal-weather traffic
2014-03-26 08:00:00,5909,1,High-demand normal-weather traffic
2014-03-26 09:00:00,4926,1,High-demand normal-weather traffic
2014-03-26 10:00:00,4397,1,High-demand normal-weather traffic
2014-03-26 11:00:00,4681,1,High-demand normal-weather traffic
2014-03-26 12:00:00,5007,1,High-demand normal-weather traffic
2014-03-26 13:00:00,4857,1,High-demand normal-weather traffic
2014-03-26 14:00:00,5384,1,High-demand normal-weather traffic
2014-03-26 15:00:00,5901,1,High-demand normal-weather traffic
2014-03-26 16:00:00,6470,1,High-demand normal-weather traffic
2014-03-26 17:00:00,6299,1,High-demand normal-weather traffic
2014-03-26 18:00:00,4715,1,High-demand normal-weather traffic
2014-03-26 19:00:00,3245,1,High-demand normal-weather traffic
2014-03-26 20:00:00,3192,0,Low-demand normal-weather traffic
2014-03-26 21:00:00,4486,1,High-demand normal-weather traffic
2014-03-26 22:00:00,2168,0,Low-demand normal-weather traffic
2014-03-26 23:00:00,1298,0,Low-demand normal-weather traffic
2014-03-27 00:00:00,696,0,Low-demand normal-weather traffic
2014-03-27 01:00:00,342,0,Low-demand normal-weather traffic
2014-03-27 02:00:00,237,0,Low-demand normal-weather traffic
2014-03-27 03:00:00,339,0,Low-demand normal-weather traffic
2014-03-27 04:00:00,834,0,Low-demand normal-weather traffic
2014-03-27 05:00:00,2693,0,Low-demand normal-weather traffic
2014-03-27 06:00:00,5217,1,High-demand normal-weather traffic
2014-03-27 07:00:00,6218,1,High-demand normal-weather traffic
2014-03-27 08:00:00,5646,1,High-demand normal-weather traffic
2014-03-27 09:00:00,5480,1,High-demand normal-weather traffic
2014-03-27 10:00:00,4360,1,High-demand normal-weather traffic
2014-03-27 11:00:00,4656,1,High-demand normal-weather traffic
2014-03-27 12:00:00,5092,1,High-demand normal-weather traffic
2014-03-27 13:00:00,5078,1,High-demand normal-weather traffic
2014-03-27 14:00:00,5295,1,High-demand normal-weather traffic
2014-03-27 15:00:00,5713,1,High-demand normal-weather traffic
2014-03-27 16:00:00,6060,1,High-demand normal-weather traffic
2014-03-27 17:00:00,5661,1,High-demand normal-weather traffic
2014-03-27 18:00:00,4491,1,High-demand normal-weather traffic
2014-03-27 19:00:00,3020,0,Low-demand normal-weather traffic
2014-03-27 20:00:00,2712,0,Low-demand normal-weather traffic
2014-03-27 21:00:00,2497,0,Low-demand normal-weather traffic
2014-03-27 22:00:00,1925,0,Low-demand normal-weather traffic
2014-03-27 23:00:00,1074,0,Low-demand normal-weather traffic
2014-03-28 00:00:00,582,0,Low-demand normal-weather traffic
2014-03-28 01:00:00,376,0,Low-demand normal-weather traffic
2014-03-28 02:00:00,286,0,Low-demand normal-weather traffic
2014-03-28 03:00:00,429,0,Low-demand normal-weather traffic
2014-03-28 04:00:00,799,0,Low-demand normal-weather traffic
2014-03-28 05:00:00,2532,0,Low-demand normal-weather traffic
2014-03-28 06:00:00,5471,1,High-demand normal-weather traffic
2014-03-28 07:00:00,6342,1,High-demand normal-weather traffic
2014-03-28 08:00:00,5889,1,High-demand normal-weather traffic
2014-03-28 09:00:00,5116,1,High-demand normal-weather traffic
2014-03-28 10:00:00,4774,1,High-demand normal-weather traffic
2014-03-28 11:00:00,5146,1,High-demand normal-weather traffic
2014-03-28 12:00:00,5638,1,High-demand normal-weather traffic
2014-03-28 13:00:00,5777,1,High-demand normal-weather traffic
2014-03-28 14:00:00,5674,1,High-demand normal-weather traffic
2014-03-28 15:00:00,6172,1,High-demand normal-weather traffic
2014-03-28 16:00:00,6421,1,High-demand normal-weather traffic
2014-03-28 17:00:00,5974,1,High-demand normal-weather traffic
2014-03-28 18:00:00,4869,1,High-demand normal-weather traffic
2014-03-28 19:00:00,3645,1,High-demand normal-weather traffic
2014-03-28 20:00:00,2859,0,Low-demand normal-weather traffic
2014-03-28 21:00:00,2786,0,Low-demand normal-weather traffic
2014-03-28 22:00:00,2584,0,Low-demand normal-weather traffic
2014-03-28 23:00:00,1661,0,Low-demand normal-weather traffic
2014-03-29 00:00:00,1074,0,Low-demand normal-weather traffic
2014-03-29 01:00:00,644,0,Low-demand normal-weather traffic
2014-03-29 02:00:00,561,0,Low-demand normal-weather traffic
2014-03-29 03:00:00,386,0,Low-demand normal-weather traffic
2014-03-29 04:00:00,372,0,Low-demand normal-weather traffic
2014-03-29 05:00:00,701,0,Low-demand normal-weather traffic
2014-03-29 06:00:00,1300,0,Low-demand normal-weather traffic
2014-03-29 07:00:00,2084,0,Low-demand normal-weather traffic
2014-03-29 08:00:00,3057,1,High-demand normal-weather traffic
2014-03-29 09:00:00,4140,1,High-demand normal-weather traffic
2014-03-29 10:00:00,4112,1,High-demand normal-weather traffic
2014-03-29 11:00:00,4579,1,High-demand normal-weather traffic
2014-03-29 12:00:00,4917,1,High-demand normal-weather traffic
2014-03-29 13:00:00,5225,1,High-demand normal-weather traffic
2014-03-29 14:00:00,5114,1,High-demand normal-weather traffic
2014-03-29 15:00:00,4780,1,High-demand normal-weather traffic
2014-03-29 16:00:00,4815,1,High-demand normal-weather traffic
2014-03-29 17:00:00,4665,1,High-demand normal-weather traffic
2014-03-29 18:00:00,4283,1,High-demand normal-weather traffic
2014-03-29 19:00:00,3956,1,High-demand normal-weather traffic
2014-03-29 20:00:00,2970,0,Low-demand normal-weather traffic
2014-03-29 21:00:00,2877,0,Low-demand normal-weather traffic
2014-03-29 22:00:00,3008,0,Low-demand normal-weather traffic
2014-03-29 23:00:00,2507,0,Low-demand normal-weather traffic
2014-03-30 00:00:00,1472,0,Low-demand normal-weather traffic
2014-03-30 01:00:00,748,0,Low-demand normal-weather traffic
2014-03-30 02:00:00,579,0,Low-demand normal-weather traffic
2014-03-30 03:00:00,350,0,Low-demand normal-weather traffic
2014-03-30 04:00:00,292,0,Low-demand normal-weather traffic
2014-03-30 05:00:00,496,0,Low-demand normal-weather traffic
2014-03-30 06:00:00,834,0,Low-demand normal-weather traffic
2014-03-30 07:00:00,1158,0,Low-demand normal-weather traffic
2014-03-30 08:00:00,1799,0,Low-demand normal-weather traffic
2014-03-30 09:00:00,2727,1,High-demand normal-weather traffic
2014-03-30 10:00:00,3532,1,High-demand normal-weather traffic
2014-03-30 11:00:00,3794,1,High-demand normal-weather traffic
2014-03-30 12:00:00,4301,1,High-demand normal-weather traffic
2014-03-30 13:00:00,4652,1,High-demand normal-weather traffic
2014-03-30 14:00:00,4503,1,High-demand normal-weather traffic
2014-03-30 15:00:00,4198,1,High-demand normal-weather traffic
2014-03-30 16:00:00,4341,1,High-demand normal-weather traffic
2014-03-30 17:00:00,3915,1,High-demand normal-weather traffic
2014-03-30 18:00:00,3518,1,High-demand normal-weather traffic
2014-03-30 19:00:00,3018,1,High-demand normal-weather traffic
2014-03-30 20:00:00,2692,0,Low-demand normal-weather traffic
2014-03-30 21:00:00,3476,0,Low-demand normal-weather traffic
2014-03-30 22:00:00,1849,0,Low-demand normal-weather traffic
2014-03-30 23:00:00,997,0,Low-demand normal-weather traffic
2014-03-31 00:00:00,582,0,Low-demand normal-weather traffic
2014-03-31 01:00:00,365,0,Low-demand normal-weather traffic
2014-03-31 02:00:00,359,0,Low-demand normal-weather traffic
2014-03-31 03:00:00,364,0,Low-demand normal-weather traffic
2014-03-31 04:00:00,837,0,Low-demand normal-weather traffic
2014-03-31 05:00:00,2613,0,Low-demand normal-weather traffic
2014-03-31 06:00:00,5533,1,High-demand normal-weather traffic
2014-03-31 07:00:00,6318,1,High-demand normal-weather traffic
2014-03-31 08:00:00,5535,1,High-demand normal-weather traffic
2014-03-31 09:00:00,4848,1,High-demand normal-weather traffic
2014-03-31 10:00:00,4177,1,High-demand normal-weather traffic
2014-03-31 11:00:00,4379,1,High-demand normal-weather traffic
2014-03-31 12:00:00,4731,1,High-demand normal-weather traffic
2014-03-31 13:00:00,4816,1,High-demand normal-weather traffic
2014-03-31 14:00:00,5060,1,High-demand normal-weather traffic
2014-03-31 15:00:00,5431,1,High-demand normal-weather traffic
2014-03-31 16:00:00,6121,1,High-demand normal-weather traffic
2014-03-31 17:00:00,5827,1,High-demand normal-weather traffic
2014-03-31 18:00:00,4188,1,High-demand normal-weather traffic
2014-03-31 19:00:00,3121,1,High-demand normal-weather traffic
2014-03-31 20:00:00,2510,0,Low-demand normal-weather traffic
2014-03-31 21:00:00,2111,0,Low-demand normal-weather traffic
2014-03-31 22:00:00,1446,0,Low-demand normal-weather traffic
2014-03-31 23:00:00,1000,0,Low-demand normal-weather traffic
2014-04-01 00:00:00,544,0,Low-demand normal-weather traffic
2014-04-01 01:00:00,341,0,Low-demand normal-weather traffic
2014-04-01 02:00:00,233,0,Low-demand normal-weather traffic
2014-04-01 03:00:00,381,0,Low-demand normal-weather traffic
2014-04-01 04:00:00,787,0,Low-demand normal-weather traffic
2014-04-01 05:00:00,2577,0,Low-demand normal-weather traffic
2014-04-01 06:00:00,5511,1,High-demand normal-weather traffic
2014-04-01 07:00:00,6310,1,High-demand normal-weather traffic
2014-04-01 08:00:00,5565,1,High-demand normal-weather traffic
2014-04-01 09:00:00,4845,1,High-demand normal-weather traffic
2014-04-01 10:00:00,4223,1,High-demand normal-weather traffic
2014-04-01 11:00:00,4578,1,High-demand normal-weather traffic
2014-04-01 12:00:00,4760,1,High-demand normal-weather traffic
2014-04-01 13:00:00,4905,1,High-demand normal-weather traffic
2014-04-01 14:00:00,5131,1,High-demand normal-weather traffic
2014-04-01 15:00:00,5579,1,High-demand normal-weather traffic
2014-04-01 16:00:00,6397,1,High-demand normal-weather traffic
2014-04-01 17:00:00,6121,1,High-demand normal-weather traffic
2014-04-01 18:00:00,3912,1,High-demand normal-weather traffic
2014-04-01 19:00:00,3210,0,Low-demand normal-weather traffic
2014-04-01 20:00:00,2797,0,Low-demand normal-weather traffic
2014-04-01 21:00:00,2407,0,Low-demand normal-weather traffic
2014-04-01 22:00:00,1618,0,Low-demand normal-weather traffic
2014-04-01 23:00:00,987,0,Low-demand normal-weather traffic
2014-04-02 00:00:00,564,0,Low-demand normal-weather traffic
2014-04-02 01:00:00,316,0,Low-demand normal-weather traffic
2014-04-02 02:00:00,269,0,Low-demand normal-weather traffic
2014-04-02 03:00:00,366,0,Low-demand normal-weather traffic
2014-04-02 04:00:00,804,0,Low-demand normal-weather traffic
2014-04-02 05:00:00,2651,0,Low-demand normal-weather traffic
2014-04-02 06:00:00,5691,1,High-demand normal-weather traffic
2014-04-02 07:00:00,6505,1,High-demand normal-weather traffic
2014-04-02 08:00:00,6023,1,High-demand normal-weather traffic
2014-04-02 09:00:00,5221,1,High-demand normal-weather traffic
2014-04-02 10:00:00,4502,1,High-demand normal-weather traffic
2014-04-02 11:00:00,4836,1,High-demand normal-weather traffic
2014-04-02 12:00:00,5017,1,High-demand normal-weather traffic
2014-04-02 13:00:00,5025,1,High-demand normal-weather traffic
2014-04-02 14:00:00,5340,1,High-demand normal-weather traffic
2014-04-02 15:00:00,5834,1,High-demand normal-weather traffic
2014-04-02 16:00:00,6641,1,High-demand normal-weather traffic
2014-04-02 17:00:00,6252,1,High-demand normal-weather traffic
2014-04-02 19:00:00,3282,1,High-demand normal-weather traffic
2014-04-02 20:00:00,2758,0,Low-demand normal-weather traffic
2014-04-02 21:00:00,2408,0,Low-demand normal-weather traffic
2014-04-02 22:00:00,1652,0,Low-demand normal-weather traffic
2014-04-02 23:00:00,1008,0,Low-demand normal-weather traffic
2014-04-03 00:00:00,592,0,Low-demand normal-weather traffic
2014-04-03 01:00:00,335,0,Low-demand normal-weather traffic
2014-04-03 02:00:00,260,0,Low-demand normal-weather traffic
2014-04-03 03:00:00,355,0,Low-demand normal-weather traffic
2014-04-03 04:00:00,786,0,Low-demand normal-weather traffic
2014-04-03 05:00:00,2663,0,Low-demand normal-weather traffic
2014-04-03 06:00:00,5477,1,High-demand normal-weather traffic
2014-04-03 07:00:00,6421,1,High-demand normal-weather traffic
2014-04-03 08:00:00,5565,1,High-demand normal-weather traffic
2014-04-03 09:00:00,5060,1,High-demand normal-weather traffic
2014-04-03 10:00:00,4526,1,High-demand normal-weather traffic
2014-04-03 11:00:00,4788,1,High-demand normal-weather traffic
2014-04-03 12:00:00,5062,1,High-demand normal-weather traffic
2014-04-03 13:00:00,5083,1,High-demand normal-weather traffic
2014-04-03 14:00:00,5174,1,High-demand normal-weather traffic
2014-04-03 15:00:00,5454,1,High-demand normal-weather traffic
2014-04-03 16:00:00,5835,1,High-demand normal-weather traffic
2014-04-03 17:00:00,5329,1,High-demand normal-weather traffic
2014-04-03 18:00:00,3439,1,High-demand normal-weather traffic
2014-04-03 19:00:00,2472,0,Low-demand normal-weather traffic
2014-04-03 20:00:00,2004,0,Low-demand normal-weather traffic
2014-04-03 21:00:00,1888,0,Low-demand normal-weather traffic
2014-04-03 22:00:00,1548,0,Low-demand normal-weather traffic
2014-04-03 23:00:00,1100,0,Low-demand normal-weather traffic
2014-04-04 00:00:00,528,0,Low-demand normal-weather traffic
2014-04-04 01:00:00,375,0,Low-demand normal-weather traffic
2014-04-04 02:00:00,305,0,Low-demand normal-weather traffic
2014-04-04 03:00:00,355,0,Low-demand normal-weather traffic
2014-04-04 04:00:00,736,0,Low-demand normal-weather traffic
2014-04-04 05:00:00,2085,0,Low-demand normal-weather traffic
2014-04-04 06:00:00,3287,0,Low-demand normal-weather traffic
2014-04-04 07:00:00,2578,0,Low-demand normal-weather traffic
2014-04-04 08:00:00,3305,1,High-demand normal-weather traffic
2014-04-04 09:00:00,3869,1,High-demand normal-weather traffic
2014-04-04 10:00:00,3148,1,High-demand normal-weather traffic
2014-04-04 11:00:00,3462,1,High-demand normal-weather traffic
2014-04-04 12:00:00,3907,1,High-demand normal-weather traffic
2014-04-04 13:00:00,4124,1,High-demand normal-weather traffic
2014-04-04 14:00:00,4561,1,High-demand normal-weather traffic
2014-04-04 15:00:00,4811,1,High-demand normal-weather traffic
2014-04-04 16:00:00,5663,1,High-demand normal-weather traffic
2014-04-04 17:00:00,5084,1,High-demand normal-weather traffic
2014-04-04 18:00:00,4103,1,High-demand normal-weather traffic
2014-04-04 19:00:00,3271,0,Low-demand normal-weather traffic
2014-04-04 20:00:00,2758,0,Low-demand normal-weather traffic
2014-04-04 21:00:00,2625,0,Low-demand normal-weather traffic
2014-04-04 22:00:00,2726,0,Low-demand normal-weather traffic
2014-04-04 23:00:00,1665,0,Low-demand normal-weather traffic
2014-04-05 00:00:00,1102,0,Low-demand normal-weather traffic
2014-04-05 01:00:00,666,0,Low-demand normal-weather traffic
2014-04-05 02:00:00,567,0,Low-demand normal-weather traffic
2014-04-05 03:00:00,377,0,Low-demand normal-weather traffic
2014-04-05 04:00:00,363,0,Low-demand normal-weather traffic
2014-04-05 05:00:00,664,0,Low-demand normal-weather traffic
2014-04-05 06:00:00,1284,0,Low-demand normal-weather traffic
2014-04-05 07:00:00,1972,0,Low-demand normal-weather traffic
2014-04-05 08:00:00,2974,1,High-demand normal-weather traffic
2014-04-05 09:00:00,3813,1,High-demand normal-weather traffic
2014-04-05 10:00:00,4232,1,High-demand normal-weather traffic
2014-04-05 11:00:00,4497,1,High-demand normal-weather traffic
2014-04-05 12:00:00,4949,1,High-demand normal-weather traffic
2014-04-05 13:00:00,4559,1,High-demand normal-weather traffic
2014-04-05 14:00:00,4847,1,High-demand normal-weather traffic
2014-04-05 15:00:00,4696,1,High-demand normal-weather traffic
2014-04-05 16:00:00,4665,1,High-demand normal-weather traffic
2014-04-05 17:00:00,4267,1,High-demand normal-weather traffic
2014-04-05 18:00:00,4117,1,High-demand normal-weather traffic
2014-04-05 19:00:00,3247,1,High-demand normal-weather traffic
2014-04-05 20:00:00,2749,0,Low-demand normal-weather traffic
2014-04-05 21:00:00,4046,0,Low-demand normal-weather traffic
2014-04-05 22:00:00,3949,0,Low-demand normal-weather traffic
2014-04-05 23:00:00,2277,0,Low-demand normal-weather traffic
2014-04-06 00:00:00,1277,0,Low-demand normal-weather traffic
2014-04-06 01:00:00,793,0,Low-demand normal-weather traffic
2014-04-06 02:00:00,574,0,Low-demand normal-weather traffic
2014-04-06 03:00:00,376,0,Low-demand normal-weather traffic
2014-04-06 04:00:00,297,0,Low-demand normal-weather traffic
2014-04-06 05:00:00,443,0,Low-demand normal-weather traffic
2014-04-06 06:00:00,723,0,Low-demand normal-weather traffic
2014-04-06 07:00:00,1095,0,Low-demand normal-weather traffic
2014-04-06 08:00:00,1715,0,Low-demand normal-weather traffic
2014-04-06 09:00:00,2682,1,High-demand normal-weather traffic
2014-04-06 10:00:00,3515,1,High-demand normal-weather traffic
2014-04-06 11:00:00,3703,1,High-demand normal-weather traffic
2014-04-06 12:00:00,4241,1,High-demand normal-weather traffic
2014-04-06 13:00:00,4522,1,High-demand normal-weather traffic
2014-04-06 14:00:00,4215,1,High-demand normal-weather traffic
2014-04-06 15:00:00,4232,1,High-demand normal-weather traffic
2014-04-06 16:00:00,4242,1,High-demand normal-weather traffic
2014-04-06 17:00:00,3979,1,High-demand normal-weather traffic
2014-04-06 18:00:00,3525,1,High-demand normal-weather traffic
2014-04-06 19:00:00,3027,0,Low-demand normal-weather traffic
2014-04-06 20:00:00,2643,0,Low-demand normal-weather traffic
2014-04-06 21:00:00,2131,0,Low-demand normal-weather traffic
2014-04-06 22:00:00,1753,0,Low-demand normal-weather traffic
2014-04-06 23:00:00,1039,0,Low-demand normal-weather traffic
2014-04-07 00:00:00,531,0,Low-demand normal-weather traffic
2014-04-07 01:00:00,312,0,Low-demand normal-weather traffic
2014-04-07 02:00:00,242,0,Low-demand normal-weather traffic
2014-04-07 03:00:00,306,0,Low-demand normal-weather traffic
2014-04-07 04:00:00,830,0,Low-demand normal-weather traffic
2014-04-07 05:00:00,2672,0,Low-demand normal-weather traffic
2014-04-07 06:00:00,5721,1,High-demand normal-weather traffic
2014-04-07 07:00:00,6590,1,High-demand normal-weather traffic
2014-04-07 08:00:00,6017,1,High-demand normal-weather traffic
2014-04-07 09:00:00,5192,1,High-demand normal-weather traffic
2014-04-07 10:00:00,4485,1,High-demand normal-weather traffic
2014-04-07 11:00:00,4647,1,High-demand normal-weather traffic
2014-04-07 12:00:00,5116,1,High-demand normal-weather traffic
2014-04-07 13:00:00,5480,1,High-demand normal-weather traffic
2014-04-07 14:00:00,5485,1,High-demand normal-weather traffic
2014-04-07 15:00:00,5747,1,High-demand normal-weather traffic
2014-04-07 16:00:00,6216,1,High-demand normal-weather traffic
2014-04-07 17:00:00,5785,1,High-demand normal-weather traffic
2014-04-07 18:00:00,4312,1,High-demand normal-weather traffic
2014-04-07 19:00:00,3144,0,Low-demand normal-weather traffic
2014-04-07 20:00:00,2775,0,Low-demand normal-weather traffic
2014-04-07 21:00:00,2277,0,Low-demand normal-weather traffic
2014-04-07 22:00:00,1632,0,Low-demand normal-weather traffic
2014-04-07 23:00:00,957,0,Low-demand normal-weather traffic
2014-04-08 00:00:00,502,0,Low-demand normal-weather traffic
2014-04-08 01:00:00,299,0,Low-demand normal-weather traffic
2014-04-08 02:00:00,231,0,Low-demand normal-weather traffic
2014-04-08 03:00:00,307,0,Low-demand normal-weather traffic
2014-04-08 04:00:00,823,0,Low-demand normal-weather traffic
2014-04-08 05:00:00,2780,0,Low-demand normal-weather traffic
2014-04-08 06:00:00,5882,1,High-demand normal-weather traffic
2014-04-08 07:00:00,6816,1,High-demand normal-weather traffic
2014-04-08 08:00:00,6295,1,High-demand normal-weather traffic
2014-04-08 09:00:00,5226,1,High-demand normal-weather traffic
2014-04-08 10:00:00,4531,1,High-demand normal-weather traffic
2014-04-08 11:00:00,4755,1,High-demand normal-weather traffic
2014-04-08 12:00:00,5092,1,High-demand normal-weather traffic
2014-04-08 13:00:00,4968,1,High-demand normal-weather traffic
2014-04-08 14:00:00,5255,1,High-demand normal-weather traffic
2014-04-08 15:00:00,5991,1,High-demand normal-weather traffic
2014-04-08 16:00:00,6694,1,High-demand normal-weather traffic
2014-04-08 17:00:00,6437,1,High-demand normal-weather traffic
2014-04-08 18:00:00,4637,1,High-demand normal-weather traffic
2014-04-08 19:00:00,3357,0,Low-demand normal-weather traffic
2014-04-08 20:00:00,2912,0,Low-demand normal-weather traffic
2014-04-08 21:00:00,2793,0,Low-demand normal-weather traffic
2014-04-08 22:00:00,3702,0,Low-demand normal-weather traffic
2014-04-08 23:00:00,1204,0,Low-demand normal-weather traffic
2014-04-09 00:00:00,574,0,Low-demand normal-weather traffic
2014-04-09 01:00:00,372,0,Low-demand normal-weather traffic
2014-04-09 02:00:00,277,0,Low-demand normal-weather traffic
2014-04-09 03:00:00,375,0,Low-demand normal-weather traffic
2014-04-09 04:00:00,846,0,Low-demand normal-weather traffic
2014-04-09 05:00:00,2751,0,Low-demand normal-weather traffic
2014-04-09 06:00:00,5888,1,High-demand normal-weather traffic
2014-04-09 07:00:00,6972,1,High-demand normal-weather traffic
2014-04-09 08:00:00,6217,1,High-demand normal-weather traffic
2014-04-09 09:00:00,5418,1,High-demand normal-weather traffic
2014-04-09 10:00:00,5116,1,High-demand normal-weather traffic
2014-04-09 11:00:00,5330,1,High-demand normal-weather traffic
2014-04-09 12:00:00,4985,1,High-demand normal-weather traffic
2014-04-09 13:00:00,5065,1,High-demand normal-weather traffic
2014-04-09 14:00:00,5313,1,High-demand normal-weather traffic
2014-04-09 15:00:00,6112,1,High-demand normal-weather traffic
2014-04-09 16:00:00,6876,1,High-demand normal-weather traffic
2014-04-09 17:00:00,6582,1,High-demand normal-weather traffic
2014-04-09 18:00:00,4810,1,High-demand normal-weather traffic
2014-04-09 19:00:00,3316,1,High-demand normal-weather traffic
2014-04-09 20:00:00,2903,0,Low-demand normal-weather traffic
2014-04-09 21:00:00,2619,0,Low-demand normal-weather traffic
2014-04-09 22:00:00,1974,0,Low-demand normal-weather traffic
2014-04-09 23:00:00,1258,0,Low-demand normal-weather traffic
2014-04-10 00:00:00,608,0,Low-demand normal-weather traffic
2014-04-10 01:00:00,389,0,Low-demand normal-weather traffic
2014-04-10 02:00:00,265,0,Low-demand normal-weather traffic
2014-04-10 03:00:00,362,0,Low-demand normal-weather traffic
2014-04-10 04:00:00,839,0,Low-demand normal-weather traffic
2014-04-10 05:00:00,2793,0,Low-demand normal-weather traffic
2014-04-10 06:00:00,5699,1,High-demand normal-weather traffic
2014-04-10 07:00:00,6699,1,High-demand normal-weather traffic
2014-04-10 08:00:00,6298,1,High-demand normal-weather traffic
2014-04-10 09:00:00,5379,1,High-demand normal-weather traffic
2014-04-10 10:00:00,4857,1,High-demand normal-weather traffic
2014-04-10 11:00:00,5269,1,High-demand normal-weather traffic
2014-04-10 12:00:00,5198,1,High-demand normal-weather traffic
2014-04-10 13:00:00,5035,1,High-demand normal-weather traffic
2014-04-10 14:00:00,5611,1,High-demand normal-weather traffic
2014-04-10 15:00:00,6128,1,High-demand normal-weather traffic
2014-04-10 16:00:00,6587,1,High-demand normal-weather traffic
2014-04-10 17:00:00,6352,1,High-demand normal-weather traffic
2014-04-10 18:00:00,4725,1,High-demand normal-weather traffic
2014-04-10 19:00:00,3487,1,High-demand normal-weather traffic
2014-04-10 20:00:00,3237,0,Low-demand normal-weather traffic
2014-04-10 21:00:00,3724,0,Low-demand normal-weather traffic
2014-04-10 22:00:00,3176,0,Low-demand normal-weather traffic
2014-04-10 23:00:00,1391,0,Low-demand normal-weather traffic
2014-04-11 00:00:00,680,0,Low-demand normal-weather traffic
2014-04-11 01:00:00,373,0,Low-demand normal-weather traffic
2014-04-11 02:00:00,306,0,Low-demand normal-weather traffic
2014-04-11 03:00:00,430,0,Low-demand normal-weather traffic
2014-04-11 04:00:00,760,0,Low-demand normal-weather traffic
2014-04-11 05:00:00,2528,0,Low-demand normal-weather traffic
2014-04-11 06:00:00,5651,1,High-demand normal-weather traffic
2014-04-11 07:00:00,6654,1,High-demand normal-weather traffic
2014-04-11 08:00:00,6160,1,High-demand normal-weather traffic
2014-04-11 09:00:00,5307,1,High-demand normal-weather traffic
2014-04-11 10:00:00,4792,1,High-demand normal-weather traffic
2014-04-11 11:00:00,5299,1,High-demand normal-weather traffic
2014-04-11 12:00:00,5345,1,High-demand normal-weather traffic
2014-04-11 13:00:00,5699,1,High-demand normal-weather traffic
2014-04-11 14:00:00,5842,1,High-demand normal-weather traffic
2014-04-11 15:00:00,6182,1,High-demand normal-weather traffic
2014-04-11 16:00:00,6719,1,High-demand normal-weather traffic
2014-04-11 17:00:00,6197,1,High-demand normal-weather traffic
2014-04-11 18:00:00,5297,1,High-demand normal-weather traffic
2014-04-11 19:00:00,3807,1,High-demand normal-weather traffic
2014-04-11 20:00:00,3217,0,Low-demand normal-weather traffic
2014-04-11 21:00:00,2999,0,Low-demand normal-weather traffic
2014-04-11 22:00:00,2606,0,Low-demand normal-weather traffic
2014-04-11 23:00:00,1941,0,Low-demand normal-weather traffic
2014-04-12 00:00:00,1139,0,Low-demand normal-weather traffic
2014-04-12 01:00:00,683,0,Low-demand normal-weather traffic
2014-04-12 02:00:00,550,0,Low-demand normal-weather traffic
2014-04-12 03:00:00,385,0,Low-demand normal-weather traffic
2014-04-12 04:00:00,390,0,Low-demand normal-weather traffic
2014-04-12 05:00:00,720,0,Low-demand normal-weather traffic
2014-04-12 06:00:00,1393,0,Low-demand normal-weather traffic
2014-04-12 07:00:00,2394,0,Low-demand normal-weather traffic
2014-04-12 08:00:00,3178,1,High-demand normal-weather traffic
2014-04-12 09:00:00,3740,1,High-demand normal-weather traffic
2014-04-12 10:00:00,4195,1,High-demand normal-weather traffic
2014-04-12 11:00:00,4682,1,High-demand normal-weather traffic
2014-04-12 12:00:00,5322,1,High-demand normal-weather traffic
2014-04-12 13:00:00,5099,1,High-demand normal-weather traffic
2014-04-12 14:00:00,4798,1,High-demand normal-weather traffic
2014-04-12 15:00:00,4776,1,High-demand normal-weather traffic
2014-04-12 16:00:00,4598,1,High-demand normal-weather traffic
2014-04-12 17:00:00,4390,1,High-demand normal-weather traffic
2014-04-12 18:00:00,4230,1,High-demand normal-weather traffic
2014-04-12 19:00:00,3357,1,High-demand normal-weather traffic
